9312	528520364	XM_001337519	XM_001337519.3	7955
1038	586989365	XM_003987306	XM_003987306.2	9685
1038	578827399	XM_006720684	XM_006720684.1	9606
1038	545196059	XM_005603167	XM_005603167.1	9796
1038	530406450	XM_005254668	XM_005254668.1	9606
1038	530406448	XM_005254667	XM_005254667.1	9606
1038	530406446	XM_005254666	XM_005254666.1	9606
1038	478494157	XM_004421370	XM_004421370.1	73337
1038	470596409	XM_004310933	XM_004310933.1	9739
1038	466029934	XM_004274041	XM_004274041.1	9733
1038	426378508	XM_004065331	XM_004065331.1	9595
1038	403289322	XM_003935760	XM_003935760.1	39432
1038	397466510	XM_003804950	XM_003804950.1	9597
1038	390468778	XM_002753585	XM_002753585.2	9483
1038	332247373	XM_003272785	XM_003272785.1	61853
1038	301779677	XM_002925208	XM_002925208.1	9646
1038	297696222	XM_002825257	XM_002825257.1	9601
1038	194688139	NM_024713	NM_024713.2	9606
1038	168743994	CU693167	CU693167.1	32630
1038	158262056	NR_003954	NR_003954.1	9606
1038	158259502	AK293021	AK293021.1	9606
1038	117645889	AM393535	AM393535.1	32630
1038	114656155	XM_001165269	XM_001165269.1	9598
1038	45709624	BC067801	BC067801.1	9606
1038	11182157	AL138916	AL138916.14	9606
1038	10438985	AK026210	AK026210.1	9606
1038	83404924	BC111000	BC111000.1	9606
1038	21734278	AL833631	AL833631.1	9606
1038	20072804	BC026234	BC026234.1	9606
1038	12053310	AL136908	AL136908.1	9606
1038	586531364	XM_006920527	XM_006920527.1	9402
1038	562821399	XM_006140550	XM_006140550.1	246437
1038	562821397	XM_006140549	XM_006140549.1	246437
1038	562821395	XM_006140548	XM_006140548.1	246437
1038	560937287	XM_006194388	XM_006194388.1	419612
1038	507963473	XM_004687953	XM_004687953.1	143302
1038	426354834	XR_174965	XR_174965.1	9595
1038	548482244	XM_005685452	XM_005685452.1	9925
1038	426242225	XM_004014926	XM_004014926.1	9940
1038	426232919	XM_004010418	XM_004010418.1	9940
1038	532103190	XM_005337141	XM_005337141.1	43179
1038	332825176	XR_022405	XR_022405.2	9598
1038	24414566	AC079203	AC079203.9	9606
1038	594064110	XM_006056012	XM_006056012.1	89462
1038	594048754	XM_006048703	XM_006048703.1	89462
1038	513000026	XM_004861494	XM_004861494.1	10181
1038	512923044	XM_004904824	XM_004904824.1	10181
1038	504130958	XM_004578209	XM_004578209.1	9978
1038	291403308	XM_002718010	XM_002718010.1	9986
1038	291402369	XM_002717502	XM_002717502.1	9986
1038	556776549	XM_005983313	XM_005983313.1	59538
1038	556748770	XM_005969765	XM_005969765.1	59538
1038	556742002	XM_005966467	XM_005966467.1	59538
1038	555960888	XM_005892483	XM_005892483.1	72004
1038	312261279	NM_001199064	NM_001199064.1	9913
1038	584039266	XM_006778177	XM_006778177.1	225400
1038	558119418	XM_006087477	XM_006087477.1	59463
1038	554588926	XM_005885755	XM_005885755.1	109478
1038	558188389	XM_006102816	XM_006102816.1	59463
1038	514471856	XM_003475657	XM_003475657.2	10141
1038	298358204	NG_021880	NG_021880.1	9606
1038	16303417	AC091903	AC091903.2	9606
1038	302486876	NG_026267	NG_026267.1	9606
1038	29243373	AP005061	AP005061.3	9606
1038	22202836	AP005136	AP005136.2	9606
7020	83318690	CT009635	CT009635.18	10090
7020	57863218	AC154679	AC154679.2	10090
7020	532042915	XM_005364230	XM_005364230.1	79684
7020	133893139	NM_024254	NM_024254.3	10090
7020	15214556	BC012402	BC012402.1	10090
7020	13096839	BC003216	BC003216.1	10090
7020	74220288	AK152570	AK152570.1	10090
7020	74219818	AK168639	AK168639.1	10090
7020	74193289	AK151464	AK151464.1	10090
7020	74181338	AK150905	AK150905.1	10090
7020	26331753	AK036861	AK036861.1	10090
7020	12846253	AK010654	AK010654.1	10090
7020	51593582	BC080661	BC080661.1	10090
7020	544442279	XM_005559082	XM_005559082.1	9541
7020	544442277	XM_005559081	XM_005559081.1	9541
7020	504130958	XM_004578209	XM_004578209.1	9978
7020	426378508	XM_004065331	XM_004065331.1	9595
7020	426354834	XR_174965	XR_174965.1	9595
7020	402873860	XM_003900723	XM_003900723.1	9555
7020	397466510	XM_003804950	XM_003804950.1	9597
7020	390468778	XM_002753585	XM_002753585.2	9483
7020	332247373	XM_003272785	XM_003272785.1	61853
7020	194688139	NM_024713	NM_024713.2	9606
7020	168743994	CU693167	CU693167.1	32630
7020	158262056	NR_003954	NR_003954.1	9606
7020	158259502	AK293021	AK293021.1	9606
7020	117645889	AM393535	AM393535.1	32630
7020	114656155	XM_001165269	XM_001165269.1	9598
7020	45709624	BC067801	BC067801.1	9606
7020	11182157	AL138916	AL138916.14	9606
7020	10438985	AK026210	AK026210.1	9606
7020	83404924	BC111000	BC111000.1	9606
7020	21734278	AL833631	AL833631.1	9606
7020	20072804	BC026234	BC026234.1	9606
7020	12053310	AL136908	AL136908.1	9606
7020	564342251	XM_006234712	XM_006234712.1	10116
7020	298916388	FQ219931	FQ219931.1	10116
7020	172354613	NM_001109645	NM_001109645.2	10116
7020	507578150	XM_004672540	XM_004672540.1	51337
7020	478494157	XM_004421370	XM_004421370.1	73337
7020	472390260	XM_004414387	XM_004414387.1	9708
7020	354482903	XM_003503587	XM_003503587.1	10029
7020	332825176	XR_022405	XR_022405.2	9598
7020	297696222	XM_002825257	XM_002825257.1	9601
7020	560937287	XM_006194388	XM_006194388.1	419612
7020	594665554	XM_007180823	XM_007180823.1	310752
7020	593744851	XM_007127723	XM_007127723.1	9755
7020	593744849	XM_007127722	XM_007127722.1	9755
7020	586531364	XM_006920527	XM_006920527.1	9402
7020	548482244	XM_005685452	XM_005685452.1	9925
7020	545196059	XM_005603167	XM_005603167.1	9796
7020	524921123	XM_005064776	XM_005064776.1	10036
7020	507963473	XM_004687953	XM_004687953.1	143302
7020	505828571	XM_004609537	XM_004609537.1	42254
7020	470596409	XM_004310933	XM_004310933.1	9739
7020	466029934	XM_004274041	XM_004274041.1	9733
7020	426242225	XM_004014926	XM_004014926.1	9940
7020	426232919	XM_004010418	XM_004010418.1	9940
7020	403267690	XM_003925899	XM_003925899.1	39432
7020	395837620	XM_003791681	XM_003791681.1	30611
7020	301779677	XM_002925208	XM_002925208.1	9646
7020	584039266	XM_006778177	XM_006778177.1	225400
7020	558119418	XM_006087477	XM_006087477.1	59463
7020	554588926	XM_005885755	XM_005885755.1	109478
7020	513000026	XM_004861494	XM_004861494.1	10181
7020	512923044	XM_004904824	XM_004904824.1	10181
7020	594064110	XM_006056012	XM_006056012.1	89462
7020	594048754	XM_006048703	XM_006048703.1	89462
7020	556776549	XM_005983313	XM_005983313.1	59538
7020	556748770	XM_005969765	XM_005969765.1	59538
7020	556742002	XM_005966467	XM_005966467.1	59538
7020	555960888	XM_005892483	XM_005892483.1	72004
7020	532103190	XM_005337141	XM_005337141.1	43179
7020	312261279	NM_001199064	NM_001199064.1	9913
7020	291403308	XM_002718010	XM_002718010.1	9986
7020	291402369	XM_002717502	XM_002717502.1	9986
7020	591322933	XM_007087499	XM_007087499.1	74533
7020	586989365	XM_003987306	XM_003987306.2	9685
7020	562821399	XM_006140550	XM_006140550.1	246437
7020	562821397	XM_006140549	XM_006140549.1	246437
7020	562821395	XM_006140548	XM_006140548.1	246437
7020	507695521	XM_004643128	XM_004643128.1	10160
7020	543722641	XM_005502442	XM_005502442.1	8932
7020	541976543	XM_005441081	XM_005441081.1	345164
7020	529421844	XM_005230719	XM_005230719.1	8954
7020	514705428	XM_005009768	XM_005009768.1	8839
7020	514705426	XM_005009767	XM_005009767.1	8839
7020	514471856	XM_003475657	XM_003475657.2	10141
7020	530634184	XM_005303987	XM_005303987.1	8478
7020	530634182	XM_005303986	XM_005303986.1	8478
7020	326920648	XM_003206533	XM_003206533.1	9103
7020	449502478	XM_002200491	XM_002200491.2	59729
7020	298358204	NG_021880	NG_021880.1	9606
7020	16303417	AC091903	AC091903.2	9606
7020	591349778	XM_007069369	XM_007069369.1	8469
7020	542141684	XM_005479900	XM_005479900.1	44394
7020	524999060	XM_005047225	XM_005047225.1	59894
7020	578827399	XM_006720684	XM_006720684.1	9606
7020	530406450	XM_005254668	XM_005254668.1	9606
7020	530406448	XM_005254667	XM_005254667.1	9606
13142	83318690	CT009635	CT009635.18	10090
13142	57863218	AC154679	AC154679.2	10090
13142	532042915	XM_005364230	XM_005364230.1	79684
13142	133893139	NM_024254	NM_024254.3	10090
13142	15214556	BC012402	BC012402.1	10090
13142	13096839	BC003216	BC003216.1	10090
13142	74220288	AK152570	AK152570.1	10090
13142	74219818	AK168639	AK168639.1	10090
13142	74193289	AK151464	AK151464.1	10090
13142	74181338	AK150905	AK150905.1	10090
13142	26331753	AK036861	AK036861.1	10090
13142	12846253	AK010654	AK010654.1	10090
13142	51593582	BC080661	BC080661.1	10090
13142	544442279	XM_005559082	XM_005559082.1	9541
13142	544442277	XM_005559081	XM_005559081.1	9541
13142	504130958	XM_004578209	XM_004578209.1	9978
13142	426378508	XM_004065331	XM_004065331.1	9595
13142	426354834	XR_174965	XR_174965.1	9595
13142	402873860	XM_003900723	XM_003900723.1	9555
13142	397466510	XM_003804950	XM_003804950.1	9597
13142	390468778	XM_002753585	XM_002753585.2	9483
13142	332247373	XM_003272785	XM_003272785.1	61853
13142	194688139	NM_024713	NM_024713.2	9606
13142	168743994	CU693167	CU693167.1	32630
13142	158262056	NR_003954	NR_003954.1	9606
13142	158259502	AK293021	AK293021.1	9606
13142	117645889	AM393535	AM393535.1	32630
13142	114656155	XM_001165269	XM_001165269.1	9598
13142	45709624	BC067801	BC067801.1	9606
13142	11182157	AL138916	AL138916.14	9606
13142	10438985	AK026210	AK026210.1	9606
13142	83404924	BC111000	BC111000.1	9606
13142	21734278	AL833631	AL833631.1	9606
13142	20072804	BC026234	BC026234.1	9606
13142	12053310	AL136908	AL136908.1	9606
13142	524921123	XM_005064776	XM_005064776.1	10036
13142	507578150	XM_004672540	XM_004672540.1	51337
13142	478494157	XM_004421370	XM_004421370.1	73337
13142	472390260	XM_004414387	XM_004414387.1	9708
13142	403267690	XM_003925899	XM_003925899.1	39432
13142	332825176	XR_022405	XR_022405.2	9598
13142	297696222	XM_002825257	XM_002825257.1	9601
13142	564342251	XM_006234712	XM_006234712.1	10116
13142	354482903	XM_003503587	XM_003503587.1	10029
13142	298916388	FQ219931	FQ219931.1	10116
13142	172354613	NM_001109645	NM_001109645.2	10116
13142	594665554	XM_007180823	XM_007180823.1	310752
13142	593744851	XM_007127723	XM_007127723.1	9755
13142	593744849	XM_007127722	XM_007127722.1	9755
13142	586531364	XM_006920527	XM_006920527.1	9402
13142	560937287	XM_006194388	XM_006194388.1	419612
13142	548482244	XM_005685452	XM_005685452.1	9925
13142	545196059	XM_005603167	XM_005603167.1	9796
13142	507963473	XM_004687953	XM_004687953.1	143302
13142	470596409	XM_004310933	XM_004310933.1	9739
13142	466029934	XM_004274041	XM_004274041.1	9733
13142	426242225	XM_004014926	XM_004014926.1	9940
13142	426232919	XM_004010418	XM_004010418.1	9940
13142	301779677	XM_002925208	XM_002925208.1	9646
13142	513000026	XM_004861494	XM_004861494.1	10181
13142	512923044	XM_004904824	XM_004904824.1	10181
13142	594064110	XM_006056012	XM_006056012.1	89462
13142	594048754	XM_006048703	XM_006048703.1	89462
13142	556776549	XM_005983313	XM_005983313.1	59538
13142	556748770	XM_005969765	XM_005969765.1	59538
13142	556742002	XM_005966467	XM_005966467.1	59538
13142	555960888	XM_005892483	XM_005892483.1	72004
13142	532103190	XM_005337141	XM_005337141.1	43179
13142	312261279	NM_001199064	NM_001199064.1	9913
13142	291403308	XM_002718010	XM_002718010.1	9986
13142	291402369	XM_002717502	XM_002717502.1	9986
13142	584039266	XM_006778177	XM_006778177.1	225400
13142	558119418	XM_006087477	XM_006087477.1	59463
13142	554588926	XM_005885755	XM_005885755.1	109478
13142	591322933	XM_007087499	XM_007087499.1	74533
13142	586989365	XM_003987306	XM_003987306.2	9685
13142	562821399	XM_006140550	XM_006140550.1	246437
13142	562821397	XM_006140549	XM_006140549.1	246437
13142	562821395	XM_006140548	XM_006140548.1	246437
13142	23894529	AL683897	AL683897.5	10090
13142	514471856	XM_003475657	XM_003475657.2	10141
13142	530406450	XM_005254668	XM_005254668.1	9606
13142	24414566	AC079203	AC079203.9	9606
13142	578827399	XM_006720684	XM_006720684.1	9606
13142	558188389	XM_006102816	XM_006102816.1	59463
13142	530406448	XM_005254667	XM_005254667.1	9606
13142	530406446	XM_005254666	XM_005254666.1	9606
13142	302486876	NG_026267	NG_026267.1	9606
13142	29243373	AP005061	AP005061.3	9606
13142	22202836	AP005136	AP005136.2	9606
10768	133893139	NM_024254	NM_024254.3	10090
10768	15214556	BC012402	BC012402.1	10090
10768	13096839	BC003216	BC003216.1	10090
10768	74220288	AK152570	AK152570.1	10090
10768	74219818	AK168639	AK168639.1	10090
10768	74193289	AK151464	AK151464.1	10090
10768	74181338	AK150905	AK150905.1	10090
10768	26331753	AK036861	AK036861.1	10090
10768	12846253	AK010654	AK010654.1	10090
10768	83318690	CT009635	CT009635.18	10090
10768	57863218	AC154679	AC154679.2	10090
10768	51593582	BC080661	BC080661.1	10090
10768	532042915	XM_005364230	XM_005364230.1	79684
10768	544442279	XM_005559082	XM_005559082.1	9541
10768	544442277	XM_005559081	XM_005559081.1	9541
10768	504130958	XM_004578209	XM_004578209.1	9978
10768	426378508	XM_004065331	XM_004065331.1	9595
10768	426354834	XR_174965	XR_174965.1	9595
10768	402873860	XM_003900723	XM_003900723.1	9555
10768	397466510	XM_003804950	XM_003804950.1	9597
10768	390468778	XM_002753585	XM_002753585.2	9483
10768	332247373	XM_003272785	XM_003272785.1	61853
10768	194688139	NM_024713	NM_024713.2	9606
10768	168743994	CU693167	CU693167.1	32630
10768	158262056	NR_003954	NR_003954.1	9606
10768	158259502	AK293021	AK293021.1	9606
10768	117645889	AM393535	AM393535.1	32630
10768	114656155	XM_001165269	XM_001165269.1	9598
10768	45709624	BC067801	BC067801.1	9606
10768	11182157	AL138916	AL138916.14	9606
10768	10438985	AK026210	AK026210.1	9606
10768	83404924	BC111000	BC111000.1	9606
10768	21734278	AL833631	AL833631.1	9606
10768	20072804	BC026234	BC026234.1	9606
10768	12053310	AL136908	AL136908.1	9606
10768	545196059	XM_005603167	XM_005603167.1	9796
10768	507578150	XM_004672540	XM_004672540.1	51337
10768	505828571	XM_004609537	XM_004609537.1	42254
10768	478494157	XM_004421370	XM_004421370.1	73337
10768	395837620	XM_003791681	XM_003791681.1	30611
10768	332825176	XR_022405	XR_022405.2	9598
10768	297696222	XM_002825257	XM_002825257.1	9601
10768	586531364	XM_006920527	XM_006920527.1	9402
10768	513000026	XM_004861494	XM_004861494.1	10181
10768	512923044	XM_004904824	XM_004904824.1	10181
10768	507963473	XM_004687953	XM_004687953.1	143302
10768	403267690	XM_003925899	XM_003925899.1	39432
10768	23894529	AL683897	AL683897.5	10090
10768	533132406	XM_005381162	XM_005381162.1	34839
10768	533132404	XM_005381161	XM_005381161.1	34839
10768	533132402	XM_005381160	XM_005381160.1	34839
10768	533132400	XM_005381159	XM_005381159.1	34839
10768	532103190	XM_005337141	XM_005337141.1	43179
10768	344293947	XM_003418633	XM_003418633.1	9785
10768	291403308	XM_002718010	XM_002718010.1	9986
10768	291402369	XM_002717502	XM_002717502.1	9986
10768	584039266	XM_006778177	XM_006778177.1	225400
10768	558119418	XM_006087477	XM_006087477.1	59463
10768	554588926	XM_005885755	XM_005885755.1	109478
10768	507695521	XM_004643128	XM_004643128.1	10160
10768	586447383	XM_006831813	XM_006831813.1	185453
10768	488527166	XM_004455348	XM_004455348.1	9361
10768	514705428	XM_005009768	XM_005009768.1	8839
10768	514705426	XM_005009767	XM_005009767.1	8839
10768	543722641	XM_005502442	XM_005502442.1	8932
10768	558100869	XM_006082958	XM_006082958.1	59463
10768	530634184	XM_005303987	XM_005303987.1	8478
10768	530634182	XM_005303986	XM_005303986.1	8478
10768	471392657	XM_004380590	XM_004380590.1	127582
10768	591349778	XM_007069369	XM_007069369.1	8469
10768	541976543	XM_005441081	XM_005441081.1	345164
10768	529421844	XM_005230719	XM_005230719.1	8954
10768	449502478	XM_002200491	XM_002200491.2	59729
10768	54697215	AC145508	AC145508.3	9361
10768	542141684	XM_005479900	XM_005479900.1	44394
10768	524999060	XM_005047225	XM_005047225.1	59894
10768	543350617	XM_005520344	XM_005520344.1	181119
10768	543250244	XM_005417517	XM_005417517.1	48883
15939	133893139	NM_024254	NM_024254.3	10090
15939	15214556	BC012402	BC012402.1	10090
15939	13096839	BC003216	BC003216.1	10090
15939	74219818	AK168639	AK168639.1	10090
15939	74193289	AK151464	AK151464.1	10090
15939	74181338	AK150905	AK150905.1	10090
15939	26331753	AK036861	AK036861.1	10090
15939	12846253	AK010654	AK010654.1	10090
15939	83318690	CT009635	CT009635.18	10090
15939	57863218	AC154679	AC154679.2	10090
15939	51593582	BC080661	BC080661.1	10090
15939	74220288	AK152570	AK152570.1	10090
15939	564342251	XM_006234712	XM_006234712.1	10116
15939	172354613	NM_001109645	NM_001109645.2	10116
15939	532042915	XM_005364230	XM_005364230.1	79684
15939	354482903	XM_003503587	XM_003503587.1	10029
15939	589960284	XM_006992658	XM_006992658.1	230844
15939	524921123	XM_005064776	XM_005064776.1	10036
15939	23894529	AL683897	AL683897.5	10090
15939	298916388	FQ219931	FQ219931.1	10116
18839	354791246	JN955747	JN955747.1	10090
18839	354785755	JN950256	JN950256.1	10090
18839	257467656	NM_194061	NM_194061.2	10090
18839	34536610	AK128948	AK128948.1	10090
18839	68532090	AC157667	AC157667.11	10090
18839	51259787	BC079889	BC079889.1	10090
18839	564346441	XM_006236341	XM_006236341.1	10116
18839	564346439	XM_006236340	XM_006236340.1	10116
18839	564346437	XM_006236339	XM_006236339.1	10116
18839	564346435	XM_006236338	XM_006236338.1	10116
18839	564346434	XM_231616	XM_231616.7	10116
18839	564303545	XM_006224868	XM_006224868.1	10116
18839	564303543	XM_006224867	XM_006224867.1	10116
18839	564303541	XM_006224866	XM_006224866.1	10116
18839	564303539	XM_006224865	XM_006224865.1	10116
18839	564303538	XM_001069222	XM_001069222.4	10116
18839	26351696	AK085604	AK085604.1	10090
18839	589955770	XM_006990442	XM_006990442.1	230844
18839	524965133	XM_005082420	XM_005082420.1	10036
18839	354482181	XM_003503231	XM_003503231.1	10029
18839	532046192	XM_005365837	XM_005365837.1	79684
18839	402864966	XM_003896662	XM_003896662.1	9555
18839	544424062	XM_005551337	XM_005551337.1	9541
18839	297289428	XM_001107649	XM_001107649.2	9544
18839	296210512	XM_002751991	XM_002751991.1	9483
18839	578814462	XM_006716072	XM_006716072.1	9606
18839	578814460	XM_006716071	XM_006716071.1	9606
18839	426358069	XM_004046297	XM_004046297.1	9595
18839	426358067	XM_004046296	XM_004046296.1	9595
18839	409104124	NG_032965	NG_032965.1	9606
18839	257467653	NM_001164665	NM_001164665.1	9606
18839	257467651	NM_020910	NM_020910.2	9606
18839	211920458	AM989471	AM989471.1	9606
18839	211920456	AM989470	AM989470.1	9606
18839	211920454	AM989469	AM989469.1	9606
18839	211920452	AM989468	AM989468.1	9606
18839	211920449	AM989467	AM989467.1	9606
18839	168275505	AB384617	AB384617.1	32630
18839	23398585	BC038232	BC038232.1	9606
18839	60551676	BC091523	BC091523.1	9606
18839	49065313	CR533444	CR533444.1	9606
18839	34327977	AB046769	AB046769.2	9606
18839	12052990	AL136736	AL136736.1	9606
18839	8887028	AC018663	AC018663.3	9606
18839	397484606	XM_003813417	XM_003813417.1	9597
18839	397484604	XM_003813416	XM_003813416.1	9597
18839	332869321	XM_001149607	XM_001149607.2	9598
18839	332869319	XM_001149530	XM_001149530.2	9598
18839	98175957	AC186551	AC186551.1	9598
12156	83318690	CT009635	CT009635.18	10090
12156	57863218	AC154679	AC154679.2	10090
12156	133893139	NM_024254	NM_024254.3	10090
12156	15214556	BC012402	BC012402.1	10090
12156	13096839	BC003216	BC003216.1	10090
12156	74220288	AK152570	AK152570.1	10090
12156	74219818	AK168639	AK168639.1	10090
12156	74193289	AK151464	AK151464.1	10090
12156	74181338	AK150905	AK150905.1	10090
12156	26331753	AK036861	AK036861.1	10090
12156	12846253	AK010654	AK010654.1	10090
12156	51593582	BC080661	BC080661.1	10090
12156	532042915	XM_005364230	XM_005364230.1	79684
12156	23894529	AL683897	AL683897.5	10090
12156	564342251	XM_006234712	XM_006234712.1	10116
12156	524921123	XM_005064776	XM_005064776.1	10036
12156	403267690	XM_003925899	XM_003925899.1	39432
12156	172354613	NM_001109645	NM_001109645.2	10116
12156	544442279	XM_005559082	XM_005559082.1	9541
12156	544442277	XM_005559081	XM_005559081.1	9541
12156	426378508	XM_004065331	XM_004065331.1	9595
12156	402873860	XM_003900723	XM_003900723.1	9555
12156	397466510	XM_003804950	XM_003804950.1	9597
12156	390468778	XM_002753585	XM_002753585.2	9483
12156	354482903	XM_003503587	XM_003503587.1	10029
12156	332247373	XM_003272785	XM_003272785.1	61853
12156	298916388	FQ219931	FQ219931.1	10116
12156	297696222	XM_002825257	XM_002825257.1	9601
12156	194688139	NM_024713	NM_024713.2	9606
12156	168743994	CU693167	CU693167.1	32630
12156	158262056	NR_003954	NR_003954.1	9606
12156	158259502	AK293021	AK293021.1	9606
12156	117645889	AM393535	AM393535.1	32630
12156	114656155	XM_001165269	XM_001165269.1	9598
12156	45709624	BC067801	BC067801.1	9606
12156	11182157	AL138916	AL138916.14	9606
12156	10438985	AK026210	AK026210.1	9606
12156	83404924	BC111000	BC111000.1	9606
12156	21734278	AL833631	AL833631.1	9606
12156	20072804	BC026234	BC026234.1	9606
12156	12053310	AL136908	AL136908.1	9606
12156	426354834	XR_174965	XR_174965.1	9595
12156	545196059	XM_005603167	XM_005603167.1	9796
12156	507578150	XM_004672540	XM_004672540.1	51337
12156	504130958	XM_004578209	XM_004578209.1	9978
12156	478494157	XM_004421370	XM_004421370.1	73337
12156	472390260	XM_004414387	XM_004414387.1	9708
12156	530406450	XM_005254668	XM_005254668.1	9606
12156	24414566	AC079203	AC079203.9	9606
12156	594665554	XM_007180823	XM_007180823.1	310752
12156	593744851	XM_007127723	XM_007127723.1	9755
12156	593744849	XM_007127722	XM_007127722.1	9755
12156	586531364	XM_006920527	XM_006920527.1	9402
12156	578827399	XM_006720684	XM_006720684.1	9606
12156	560937287	XM_006194388	XM_006194388.1	419612
12156	530406448	XM_005254667	XM_005254667.1	9606
12156	530406446	XM_005254666	XM_005254666.1	9606
12156	513000026	XM_004861494	XM_004861494.1	10181
12156	512923044	XM_004904824	XM_004904824.1	10181
12156	507963473	XM_004687953	XM_004687953.1	143302
12156	470596409	XM_004310933	XM_004310933.1	9739
12156	466029934	XM_004274041	XM_004274041.1	9733
12156	332825176	XR_022405	XR_022405.2	9598
12156	403289322	XM_003935760	XM_003935760.1	39432
12156	591322933	XM_007087499	XM_007087499.1	74533
12156	586989365	XM_003987306	XM_003987306.2	9685
12156	562821399	XM_006140550	XM_006140550.1	246437
12156	562821397	XM_006140549	XM_006140549.1	246437
12156	562821395	XM_006140548	XM_006140548.1	246437
12156	548482244	XM_005685452	XM_005685452.1	9925
12156	532103190	XM_005337141	XM_005337141.1	43179
12156	426242225	XM_004014926	XM_004014926.1	9940
12156	426232919	XM_004010418	XM_004010418.1	9940
12156	301779677	XM_002925208	XM_002925208.1	9646
12156	594064110	XM_006056012	XM_006056012.1	89462
12156	594048754	XM_006048703	XM_006048703.1	89462
12156	584039266	XM_006778177	XM_006778177.1	225400
12156	558119418	XM_006087477	XM_006087477.1	59463
12156	556776549	XM_005983313	XM_005983313.1	59538
12156	556748770	XM_005969765	XM_005969765.1	59538
12156	556742002	XM_005966467	XM_005966467.1	59538
12156	555960888	XM_005892483	XM_005892483.1	72004
12156	554588926	XM_005885755	XM_005885755.1	109478
12156	514471856	XM_003475657	XM_003475657.2	10141
12156	312261279	NM_001199064	NM_001199064.1	9913
12156	291403308	XM_002718010	XM_002718010.1	9986
12156	291402369	XM_002717502	XM_002717502.1	9986
12156	558188389	XM_006102816	XM_006102816.1	59463
12156	302486876	NG_026267	NG_026267.1	9606
12156	29243373	AP005061	AP005061.3	9606
12156	22202836	AP005136	AP005136.2	9606
22113	83318690	CT009635	CT009635.18	10090
22113	57863218	AC154679	AC154679.2	10090
22113	133893139	NM_024254	NM_024254.3	10090
22113	15214556	BC012402	BC012402.1	10090
22113	13096839	BC003216	BC003216.1	10090
22113	74220288	AK152570	AK152570.1	10090
22113	74219818	AK168639	AK168639.1	10090
22113	74193289	AK151464	AK151464.1	10090
22113	74181338	AK150905	AK150905.1	10090
22113	26331753	AK036861	AK036861.1	10090
22113	12846253	AK010654	AK010654.1	10090
22113	51593582	BC080661	BC080661.1	10090
22113	23894529	AL683897	AL683897.5	10090
22113	564342251	XM_006234712	XM_006234712.1	10116
22113	524921123	XM_005064776	XM_005064776.1	10036
22113	172354613	NM_001109645	NM_001109645.2	10116
22113	532042915	XM_005364230	XM_005364230.1	79684
22113	354482903	XM_003503587	XM_003503587.1	10029
22113	298916388	FQ219931	FQ219931.1	10116
22113	403267690	XM_003925899	XM_003925899.1	39432
22113	390468778	XM_002753585	XM_002753585.2	9483
22113	578827399	XM_006720684	XM_006720684.1	9606
22113	544442279	XM_005559082	XM_005559082.1	9541
22113	544442277	XM_005559081	XM_005559081.1	9541
22113	530406450	XM_005254668	XM_005254668.1	9606
22113	530406448	XM_005254667	XM_005254667.1	9606
22113	530406446	XM_005254666	XM_005254666.1	9606
22113	507578150	XM_004672540	XM_004672540.1	51337
22113	426378508	XM_004065331	XM_004065331.1	9595
22113	402873860	XM_003900723	XM_003900723.1	9555
22113	397466510	XM_003804950	XM_003804950.1	9597
22113	332247373	XM_003272785	XM_003272785.1	61853
22113	297696222	XM_002825257	XM_002825257.1	9601
22113	194688139	NM_024713	NM_024713.2	9606
22113	168743994	CU693167	CU693167.1	32630
22113	158262056	NR_003954	NR_003954.1	9606
22113	158259502	AK293021	AK293021.1	9606
22113	117645889	AM393535	AM393535.1	32630
22113	114656155	XM_001165269	XM_001165269.1	9598
22113	24414566	AC079203	AC079203.9	9606
22113	45709624	BC067801	BC067801.1	9606
22113	11182157	AL138916	AL138916.14	9606
22113	10438985	AK026210	AK026210.1	9606
22113	83404924	BC111000	BC111000.1	9606
22113	21734278	AL833631	AL833631.1	9606
22113	20072804	BC026234	BC026234.1	9606
22113	12053310	AL136908	AL136908.1	9606
22113	545196059	XM_005603167	XM_005603167.1	9796
22113	507689988	XM_004712739	XM_004712739.1	9371
22113	505828571	XM_004609537	XM_004609537.1	42254
22113	478494157	XM_004421370	XM_004421370.1	73337
22113	472390260	XM_004414387	XM_004414387.1	9708
22113	426354834	XR_174965	XR_174965.1	9595
22113	403289322	XM_003935760	XM_003935760.1	39432
22113	504130958	XM_004578209	XM_004578209.1	9978
22113	395837620	XM_003791681	XM_003791681.1	30611
22113	594665554	XM_007180823	XM_007180823.1	310752
22113	593744851	XM_007127723	XM_007127723.1	9755
22113	593744849	XM_007127722	XM_007127722.1	9755
22113	586531364	XM_006920527	XM_006920527.1	9402
22113	560937287	XM_006194388	XM_006194388.1	419612
22113	513000026	XM_004861494	XM_004861494.1	10181
22113	512923044	XM_004904824	XM_004904824.1	10181
22113	507963473	XM_004687953	XM_004687953.1	143302
22113	470596409	XM_004310933	XM_004310933.1	9739
22113	466029934	XM_004274041	XM_004274041.1	9733
22113	301779677	XM_002925208	XM_002925208.1	9646
22113	332825176	XR_022405	XR_022405.2	9598
22113	591322933	XM_007087499	XM_007087499.1	74533
22113	586989365	XM_003987306	XM_003987306.2	9685
22113	562821399	XM_006140550	XM_006140550.1	246437
22113	562821397	XM_006140549	XM_006140549.1	246437
22113	562821395	XM_006140548	XM_006140548.1	246437
